ANO_MES;PRODUTO;NÚMERO DE POSTOS PESQUISADOS (MÉDIA);UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO
2004-05;ETANOL HIDRATADO;11530,0;R$/l;1,2868;0,2565;0,59;2,4;0,3799;0,1994;0,9069;0,1865;0,326;1,891;0,2056
2004-06;ETANOL HIDRATADO;11553,0;R$/l;1,3562;0,2375;0,639;2,4;0,3834;0,1751;0,9728;0,1816;0,34;1,871;0,1867
2004-07;ETANOL HIDRATADO;11563,0;R$/l;1,3812;0,2348;0,699;2,4;0,3671;0,17;1,0141;0,1846;0,38;1,847;0,182
2004-08;ETANOL HIDRATADO;11543,0;R$/l;1,4593;0,2251;0,69;2,32;0,3496;0,1543;1,1098;0,1888;0,379;1,897;0,1701
2004-09;ETANOL HIDRATADO;11542,0;R$/l;1,4852;0,2326;0,81;2,25;0,3323;0,1566;1,1529;0,1967;0,436;1,897;0,1706
2004-10;ETANOL HIDRATADO;11534,0;R$/l;1,5258;0,2136;0,81;2,484;0,3322;0,14;1,1936;0,1853;0,436;1,878;0,1553
2004-11;ETANOL HIDRATADO;11470,0;R$/l;1,4446;0,218;0,99;2,372;0,2695;0,1509;1,1751;0,1892;0,466;2,085;0,161
2004-12;ETANOL HIDRATADO;11475,0;R$/l;1,4794;0,2399;1,05;2,372;0,2761;0,1622;1,2033;0,2196;0,466;1,993;0,1825
2005-01;ETANOL HIDRATADO;11523,0;R$/l;1,4615;0,2473;0,979;2,372;0,2777;0,1692;1,1838;0,2275;0,741;2,027;0,1922
2005-02;ETANOL HIDRATADO;11500,0;R$/l;1,4491;0,2535;0,99;2,372;0,2077;0,1749;1,2414;0,237;0,48;2,088;0,1909
2005-03;ETANOL HIDRATADO;11497,0;R$/l;1,4439;0,2512;0,99;2,372;0,2076;0,1739;1,2364;0,2316;0,48;2,005;0,1874
2005-04;ETANOL HIDRATADO;11499,0;R$/l;1,4501;0,2584;0,99;2,372;0,2065;0,1782;1,2437;0,2349;0,48;1,966;0,1889
2005-05;ETANOL HIDRATADO;11490,0;R$/l;1,3618;0,3029;0,76;2,385;0,2237;0,2224;1,1381;0,2953;0,542;1,995;0,2595
2005-06;ETANOL HIDRATADO;11523,0;R$/l;1,214;0,3274;0,759;2,385;0,2087;0,2697;1,0053;0,2889;0,512;1,975;0,2873
2005-07;ETANOL HIDRATADO;11514,0;R$/l;1,2531;0,294;0,789;2,385;0,2076;0,2346;1,0456;0,2559;0,587;1,985;0,2447
2005-08;ETANOL HIDRATADO;10786,0;R$/l;1,271;0,286;0,799;2,385;0,207;0,225;1,064;0,2502;0,557;1,991;0,2351
2005-09;ETANOL HIDRATADO;7310,0;R$/l;1,3001;0,2631;0,799;2,399;0,2659;0,2024;1,0341;0,2178;0,506;1,897;0,2106
2005-10;ETANOL HIDRATADO;9657,0;R$/l;1,4319;0,2257;0,949;2,372;0,2284;0,1576;1,2035;0,1993;0,701;1,986;0,1656
2005-11;ETANOL HIDRATADO;11150,0;R$/l;1,4499;0,2327;1,09;2,41;0,1939;0,1605;1,256;0,2064;0,82;2,067;0,1644
2005-12;ETANOL HIDRATADO;11264,0;R$/l;1,5309;0,2283;1,089;2,55;0,2008;0,1492;1,3301;0,1998;0,82;2,166;0,1502
2006-01;ETANOL HIDRATADO;11601,0;R$/l;1,6934;0,2313;1,149;2,62;0,2097;0,1366;1,4837;0,2004;0,99;2,19;0,1351
2006-02;ETANOL HIDRATADO;10834,0;R$/l;1,7396;0,2381;1,29;2,7;0,204;0,1369;1,5356;0,2128;1,05;2,211;0,1386
2006-03;ETANOL HIDRATADO;10858,0;R$/l;1,9523;0,2441;1,399;2,91;0,2522;0,125;1,7001;0,214;1,145;2,692;0,1259
2006-04;ETANOL HIDRATADO;10847,0;R$/l;1,9416;0,2851;1,179;3,15;0,2239;0,1468;1,7177;0,2693;1,035;2,952;0,1568
2006-05;ETANOL HIDRATADO;10771,0;R$/l;1,7104;0,3578;1,089;3,15;0,2286;0,2092;1,4818;0,3589;0,9;2,925;0,2422
2006-06;ETANOL HIDRATADO;10899,0;R$/l;1,5577;0,3409;1,089;2,87;0,2193;0,2188;1,3384;0,3164;0,875;2,692;0,2364
2006-07;ETANOL HIDRATADO;11025,0;R$/l;1,5705;0,3066;1,08;3,15;0,2224;0,1953;1,348;0,272;0,89;2,692;0,2017
2006-08;ETANOL HIDRATADO;11097,0;R$/l;1,5768;0,2978;1,06;3,15;0,2241;0,1889;1,3527;0,2753;0,842;2,312;0,2036
2006-09;ETANOL HIDRATADO;11077,0;R$/l;1,5179;0,3194;0,979;2,8;0,2472;0,2104;1,2707;0,2981;0,83;2,3;0,2346
2006-10;ETANOL HIDRATADO;9786,0;R$/l;1,4662;0,3203;0,979;2,8;0,2495;0,2185;1,2167;0,2827;0,8;2,287;0,2323
2006-11;ETANOL HIDRATADO;9766,0;R$/l;1,4479;0,3064;0,99;2,89;0,2416;0,2116;1,2063;0,2573;0,8;2,22;0,2133
2006-12;ETANOL HIDRATADO;9961,0;R$/l;1,4494;0,2893;0,999;2,8;0,2392;0,1996;1,2102;0,2394;0,868;2,235;0,1979
2007-01;ETANOL HIDRATADO;10586,0;R$/l;1,5446;0,2374;1,09;2,8;0,2354;0,1537;1,3092;0,2048;0,899;2,305;0,1564
2007-02;ETANOL HIDRATADO;11575,0;R$/l;1,5465;0,2401;1,129;2,8;0,2391;0,1553;1,3073;0,2203;0,82;2,305;0,1685
2007-03;ETANOL HIDRATADO;11553,0;R$/l;1,5399;0,2403;1,099;2,8;0,235;0,1561;1,3048;0,216;0,97;2,306;0,1655
2007-04;ETANOL HIDRATADO;11500,0;R$/l;1,6325;0,2242;1,159;2,78;0,2195;0,1373;1,413;0,1933;1,09;2,311;0,1368
2007-05;ETANOL HIDRATADO;11430,0;R$/l;1,6275;0,2394;1,09;2,78;0,2535;0,1471;1,3739;0,2498;0,74;2,311;0,1818
2007-06;ETANOL HIDRATADO;11447,0;R$/l;1,4698;0,2787;0,85;2,78;0,3193;0,1896;1,1505;0,2998;0,689;2,314;0,2606
2007-07;ETANOL HIDRATADO;11465,0;R$/l;1,3527;0,2893;0,85;2,78;0,298;0,2139;1,0548;0,2728;0,685;2,314;0,2587
2007-08;ETANOL HIDRATADO;9567,0;R$/l;1,3065;0,2963;0,85;2,8;0,2748;0,2268;1,0317;0,2544;0,69;2,314;0,2466
2007-09;ETANOL HIDRATADO;8102,0;R$/l;1,2788;0,2974;0,829;2,89;0,2651;0,2326;1,0137;0,2456;0,618;2,032;0,2423
2007-10;ETANOL HIDRATADO;8159,0;R$/l;1,2672;0,2895;0,84;2,89;0,2634;0,2285;1,0038;0,236;0,685;2,032;0,2351
2007-11;ETANOL HIDRATADO;8130,0;R$/l;1,3485;0,2609;0,85;2,8;0,2551;0,1935;1,0934;0,2028;0,699;2,113;0,1855
2007-12;ETANOL HIDRATADO;8150,0;R$/l;1,4656;0,2369;0,999;2,78;0,2569;0,1616;1,2088;0,2021;0,674;2,113;0,1672
2008-01;ETANOL HIDRATADO;8166,0;R$/l;1,4653;0,2415;0,989;2,78;0,2584;0,1648;1,2069;0,2153;0,839;2,261;0,1784
2008-02;ETANOL HIDRATADO;8170,0;R$/l;1,422;0,257;0,949;2,78;0,2612;0,1807;1,1608;0,225;0,799;2,261;0,1939
2008-03;ETANOL HIDRATADO;8188,0;R$/l;1,4383;0,2443;0,959;2,78;0,2429;0,1699;1,1955;0,2072;0,875;2,261;0,1733
2008-04;ETANOL HIDRATADO;8218,0;R$/l;1,4377;0,2457;1,01;2,78;0,2411;0,1709;1,1965;0,2143;0,83;2,261;0,1791
2008-05;ETANOL HIDRATADO;8270,0;R$/l;1,4398;0,2486;0,979;2,8;0,2489;0,1727;1,1909;0,221;0,8;2,261;0,1855
2008-06;ETANOL HIDRATADO;8322,0;R$/l;1,4137;0,2658;0,889;2,78;0,2771;0,188;1,1366;0,2479;0,759;2,261;0,2181
2008-07;ETANOL HIDRATADO;8324,0;R$/l;1,4238;0,2759;0,96;2,78;0,2493;0,1938;1,1746;0,2483;0,85;2,404;0,2114
2008-08;ETANOL HIDRATADO;8309,0;R$/l;1,4283;0,2837;0,929;2,78;0,2459;0,1986;1,1824;0,2649;0,825;2,332;0,224
2008-09;ETANOL HIDRATADO;8353,0;R$/l;1,4503;0,268;0,99;2,85;0,2447;0,1848;1,2056;0,2525;0,88;2,332;0,2094
2008-10;ETANOL HIDRATADO;8362,0;R$/l;1,4727;0,2485;1,0;2,85;0,2473;0,1687;1,2255;0,2298;0,79;2,398;0,1875
2008-11;ETANOL HIDRATADO;8352,0;R$/l;1,4778;0,2445;1,04;2,85;0,2792;0,1654;1,1986;0,2273;0,797;2,398;0,1897
2008-12;ETANOL HIDRATADO;8375,0;R$/l;1,4766;0,2426;1,05;2,85;0,2663;0,1643;1,2103;0,2105;0,711;2,398;0,1739
2009-01;ETANOL HIDRATADO;8361,0;R$/l;1,4768;0,2378;1,05;2,85;0,2534;0,161;1,2234;0,198;0,711;2,373;0,1618
2009-02;ETANOL HIDRATADO;8376,0;R$/l;1,499;0,2268;1,129;2,85;0,2398;0,1513;1,2593;0,1993;0,86;2,033;0,1582
2009-03;ETANOL HIDRATADO;8400,0;R$/l;1,4788;0,239;0,949;2,85;0,27;0,1616;1,2088;0,2342;0,72;2,322;0,1937
2009-04;ETANOL HIDRATADO;8395,0;R$/l;1,4282;0,2576;0,879;2,85;0,3076;0,1804;1,1206;0,2498;0,68;2,322;0,223
2009-05;ETANOL HIDRATADO;8414,0;R$/l;1,3884;0,2711;0,85;2,85;0,2985;0,1953;1,09;0,25;0,669;2,391;0,2293
2009-06;ETANOL HIDRATADO;8406,0;R$/l;1,3414;0,2863;0,829;2,85;0,2862;0,2135;1,0552;0,2548;0,68;2,391;0,2414
2009-07;ETANOL HIDRATADO;8433,0;R$/l;1,3704;0,2686;0,869;2,85;0,2568;0,196;1,1136;0,238;0,68;2,389;0,2137
2009-08;ETANOL HIDRATADO;8240,0;R$/l;1,3989;0,2564;0,92;2,85;0,2457;0,1833;1,1532;0,2321;0,699;2,389;0,2013
2009-09;ETANOL HIDRATADO;3881,0;R$/l;1,4372;0,2263;0,99;2,85;0,2264;0,1575;1,2108;0,2063;0,75;2,387;0,1704
2009-10;ETANOL HIDRATADO;6279,0;R$/l;1,6052;0,2044;1,089;2,88;0,2522;0,1273;1,353;0,1955;0,77;2,422;0,1445
2009-11;ETANOL HIDRATADO;7023,0;R$/l;1,6742;0,1976;1,149;2,99;0,2475;0,118;1,4267;0,193;0,748;2,391;0,1353
2009-12;ETANOL HIDRATADO;7272,0;R$/l;1,6995;0,1918;1,149;2,99;0,2522;0,1129;1,4473;0,1926;0,748;2,391;0,1331
2010-01;ETANOL HIDRATADO;7474,0;R$/l;1,8827;0,184;1,169;2,99;0,2698;0,0977;1,6128;0,1815;0,77;2,459;0,1126
2010-02;ETANOL HIDRATADO;7888,0;R$/l;1,9411;0,2068;1,169;2,99;0,257;0,1065;1,6841;0,1981;1,02;2,45;0,1177
2010-03;ETANOL HIDRATADO;8217,0;R$/l;1,7708;0,2857;1,159;2,99;0,287;0,1613;1,4838;0,293;0,77;2,368;0,1975
2010-04;ETANOL HIDRATADO;8263,0;R$/l;1,6285;0,2733;1,13;2,99;0,294;0,1678;1,3344;0,2575;0,748;2,288;0,193
2010-05;ETANOL HIDRATADO;8299,0;R$/l;1,545;0,2896;0,959;2,99;0,2902;0,1875;1,2547;0,2622;0,8;2,375;0,209
2010-06;ETANOL HIDRATADO;8311,0;R$/l;1,4755;0,3;0,96;2,84;0,2724;0,2033;1,2031;0,2606;0,779;2,375;0,2166
2010-07;ETANOL HIDRATADO;8316,0;R$/l;1,4975;0,2766;0,989;2,84;0,2682;0,1847;1,2293;0,2375;0,792;2,269;0,1932
2010-08;ETANOL HIDRATADO;8350,0;R$/l;1,5484;0,2447;1,079;2,79;0,2588;0,158;1,2895;0,2174;0,8;2,111;0,1686
2010-09;ETANOL HIDRATADO;8369,0;R$/l;1,5634;0,2378;1,079;2,79;0,2495;0,1521;1,3139;0,2167;0,8;2,03;0,1649
2010-10;ETANOL HIDRATADO;8369,0;R$/l;1,668;0,2118;1,169;2,79;0,2519;0,127;1,416;0,2022;0,8;2,111;0,1428
2010-11;ETANOL HIDRATADO;8367,0;R$/l;1,7205;0,2003;1,219;2,79;0,2505;0,1164;1,4699;0,1967;0,82;2,154;0,1338
2010-12;ETANOL HIDRATADO;8368,0;R$/l;1,7729;0,1853;1,219;2,79;0,2444;0,1045;1,5284;0,1832;0,82;2,208;0,1199
2011-01;ETANOL HIDRATADO;8337,0;R$/l;1,8342;0,1735;1,27;2,79;0,2417;0,0946;1,5925;0,178;0,82;2,296;0,1118
2011-02;ETANOL HIDRATADO;8335,0;R$/l;1,8764;0,1792;1,399;2,79;0,2381;0,0955;1,6383;0,1801;0,82;2,409;0,11
2011-03;ETANOL HIDRATADO;8375,0;R$/l;2,0804;0,2078;1,499;3,0;0,2754;0,0999;1,805;0,1826;0,82;2,518;0,1011
2011-04;ETANOL HIDRATADO;8349,0;R$/l;2,2995;0,2435;1,65;3,25;0,3134;0,1059;1,986;0,1926;1,097;2,87;0,097
2011-05;ETANOL HIDRATADO;8337,0;R$/l;2,0408;0,3352;1,37;3,2;0,2761;0,1643;1,7647;0,3102;1,0;2,936;0,1758
2011-06;ETANOL HIDRATADO;8345,0;R$/l;1,8555;0,2816;1,329;3,1;0,2637;0,1518;1,5917;0,2468;1,061;2,585;0,1551
2011-07;ETANOL HIDRATADO;8354,0;R$/l;1,9312;0,2386;1,38;2,99;0,2555;0,1236;1,6757;0,2111;1,07;2,556;0,126
2011-08;ETANOL HIDRATADO;8348,0;R$/l;1,9438;0,2346;1,399;2,99;0,2532;0,1207;1,6906;0,2101;1,07;2,383;0,1243
2011-09;ETANOL HIDRATADO;8336,0;R$/l;2,0054;0,2127;1,499;3,099;0,2558;0,1061;1,7496;0,1921;1,27;2,482;0,1098
2011-10;ETANOL HIDRATADO;8347,0;R$/l;2,0042;0,2215;1,459;3,099;0,258;0,1105;1,7462;0,1954;1,18;2,501;0,1119
2011-11;ETANOL HIDRATADO;8344,0;R$/l;2,0282;0,2122;1,499;2,99;0,2386;0,1046;1,7896;0,1843;1,27;2,531;0,103
2011-12;ETANOL HIDRATADO;8340,0;R$/l;2,0539;0,2059;1,56;2,99;0,2348;0,1003;1,8191;0,187;1,27;2,632;0,1028
2012-01;ETANOL HIDRATADO;8341,0;R$/l;2,0368;0,2186;1,49;2,99;0,2614;0,1073;1,7754;0,2092;1,28;2,666;0,1178
2012-02;ETANOL HIDRATADO;8310,0;R$/l;1,9854;0,2444;1,39;2,99;0,2863;0,1231;1,6991;0,2268;1,0;2,676;0,1335
2012-03;ETANOL HIDRATADO;8294,0;R$/l;1,9952;0,2358;1,3;2,999;0,2652;0,1182;1,73;0,2031;1,246;2,684;0,1174
2012-04;ETANOL HIDRATADO;8272,0;R$/l;1,9852;0,2274;1,499;3,12;0,2463;0,1146;1,7388;0,1987;1,28;2,684;0,1143
2012-05;ETANOL HIDRATADO;8265,0;R$/l;1,9674;0,2397;1,399;3,12;0,2606;0,1218;1,7067;0,2259;1,195;2,691;0,1323
2012-06;ETANOL HIDRATADO;8263,0;R$/l;1,9393;0,2544;1,399;3,12;0,2812;0,1312;1,6582;0,2482;1,195;2,691;0,1497
2012-07;ETANOL HIDRATADO;8253,0;R$/l;1,9094;0,2668;1,299;3,12;0,2871;0,1397;1,6223;0,2541;1,179;2,661;0,1566
2012-08;ETANOL HIDRATADO;8234,0;R$/l;1,8904;0,2747;1,289;3,12;0,2895;0,1453;1,6008;0,2579;1,173;2,663;0,1611
2012-09;ETANOL HIDRATADO;8220,0;R$/l;1,888;0,2732;1,289;3,12;0,2828;0,1447;1,6052;0,2453;1,173;2,667;0,1528
2012-10;ETANOL HIDRATADO;8197,0;R$/l;1,888;0,2707;1,299;3,12;0,3002;0,1434;1,5878;0,2521;1,154;2,595;0,1588
2012-11;ETANOL HIDRATADO;8181,0;R$/l;1,895;0,2677;1,299;3,12;0,3037;0,1413;1,5912;0,2455;1,147;2,433;0,1543
2012-12;ETANOL HIDRATADO;8167,0;R$/l;1,9364;0,2479;1,459;3,12;0,2695;0,128;1,6669;0,221;1,189;2,469;0,1326
2013-01;ETANOL HIDRATADO;8173,0;R$/l;1,9554;0,2427;1,479;3,12;0,2663;0,1241;1,6891;0,2218;1,22;2,475;0,1313
2013-02;ETANOL HIDRATADO;8145,0;R$/l;1,9955;0,241;1,48;3,15;0,2681;0,1208;1,7274;0,218;1,283;2,601;0,1262
2013-03;ETANOL HIDRATADO;8146,0;R$/l;2,0566;0,2299;1,58;3,16;0,2535;0,1118;1,8031;0,2099;1,298;2,659;0,1164
2013-04;ETANOL HIDRATADO;8101,0;R$/l;2,0638;0,2377;1,58;3,16;0,2634;0,1152;1,8003;0,2209;1,3;2,66;0,1227
2013-05;ETANOL HIDRATADO;8085,0;R$/l;2,0325;0,2613;1,389;3,16;0,2992;0,1286;1,7333;0,2659;1,235;2,66;0,1534
2013-06;ETANOL HIDRATADO;8065,0;R$/l;1,9433;0,2971;1,29;3,16;0,3263;0,1529;1,6171;0,284;1,159;2,501;0,1756
2013-07;ETANOL HIDRATADO;8054,0;R$/l;1,9183;0,2999;1,29;3,12;0,3017;0,1564;1,6166;0,2669;1,159;2,501;0,1651
2013-08;ETANOL HIDRATADO;8049,0;R$/l;1,9028;0,3037;1,259;3,12;0,324;0,1596;1,5788;0,2747;1,154;2,396;0,174
2013-09;ETANOL HIDRATADO;8035,0;R$/l;1,8949;0,3022;1,279;3,02;0,3092;0,1595;1,5857;0,2594;1,184;2,515;0,1636
2013-10;ETANOL HIDRATADO;8013,0;R$/l;1,9135;0,2892;1,396;2,999;0,2899;0,1511;1,6236;0,2383;1,219;2,515;0,1468
2013-11;ETANOL HIDRATADO;8021,0;R$/l;1,9317;0,2829;1,379;2,999;0,2915;0,1464;1,6403;0,2325;1,22;2,416;0,1417
2013-12;ETANOL HIDRATADO;7988,0;R$/l;2,021;0,2535;1,579;3,028;0,2924;0,1254;1,7286;0,2148;1,297;2,437;0,1243
2014-01;ETANOL HIDRATADO;7973,0;R$/l;2,0467;0,2482;1,555;3,02;0,2771;0,1213;1,7696;0,2151;1,298;2,481;0,1215
2014-02;ETANOL HIDRATADO;7946,0;R$/l;2,0717;0,2432;1,555;3,15;0,2713;0,1174;1,8004;0,2156;1,45;2,553;0,1197
2014-03;ETANOL HIDRATADO;7898,0;R$/l;2,1669;0,2215;1,67;3,15;0,2724;0,1022;1,8945;0,2028;1,47;2,678;0,1071
2014-04;ETANOL HIDRATADO;7846,0;R$/l;2,1776;0,2402;1,499;3,17;0,2947;0,1103;1,883;0,2305;1,356;2,741;0,1224
2014-05;ETANOL HIDRATADO;7835,0;R$/l;2,1374;0,2665;1,51;3,17;0,3294;0,1247;1,808;0,2699;1,3;2,741;0,1493
2014-06;ETANOL HIDRATADO;7848,0;R$/l;2,0696;0,294;1,549;3,2;0,3408;0,1421;1,7288;0,2752;1,342;2,741;0,1592
2014-07;ETANOL HIDRATADO;7840,0;R$/l;2,0419;0,2992;1,55;3,2;0,3196;0,1465;1,7223;0,2602;1,359;2,629;0,1511
2014-08;ETANOL HIDRATADO;7824,0;R$/l;2,029;0,3025;1,55;3,2;0,3189;0,1491;1,7101;0,2636;1,36;2,663;0,1541
2014-09;ETANOL HIDRATADO;7787,0;R$/l;2,0055;0,3049;1,499;3,2;0,3086;0,152;1,6969;0,2671;1,34;2,502;0,1574
2014-10;ETANOL HIDRATADO;7777,0;R$/l;1,9992;0,3077;1,47;3,17;0,3298;0,1539;1,6694;0,2797;1,275;2,673;0,1675
2014-11;ETANOL HIDRATADO;7759,0;R$/l;2,0159;0,3028;1,47;3,43;0,3466;0,1502;1,6692;0,2727;1,307;2,673;0,1634
2014-12;ETANOL HIDRATADO;7751,0;R$/l;2,0407;0,2923;1,599;3,328;0,3168;0,1432;1,724;0,2463;1,35;2,786;0,1429
2015-01;ETANOL HIDRATADO;7738,0;R$/l;2,0599;0,2862;1,599;3,32;0,2956;0,1389;1,7643;0,2381;1,395;2,786;0,135
2015-02;ETANOL HIDRATADO;7693,0;R$/l;2,2234;0,2663;1,63;3,61;0,3528;0,1198;1,8707;0,2297;1,338;2,757;0,1228
2015-03;ETANOL HIDRATADO;7692,0;R$/l;2,2276;0,2752;1,65;3,61;0,3775;0,1236;1,8501;0,25;1,381;2,757;0,1351
2015-04;ETANOL HIDRATADO;7714,0;R$/l;2,1803;0,2955;1,649;3,61;0,3911;0,1355;1,7892;0,2572;1,369;2,706;0,1438
2015-05;ETANOL HIDRATADO;7719,0;R$/l;2,1417;0,3088;1,579;3,61;0,3715;0,1442;1,7703;0,2684;1,336;2,706;0,1516
2015-06;ETANOL HIDRATADO;7708,0;R$/l;2,1133;0,3203;1,579;3,61;0,3731;0,1515;1,7402;0,2806;1,336;2,691;0,1612
2015-07;ETANOL HIDRATADO;7717,0;R$/l;2,0822;0,3333;1,479;3,61;0,3616;0,1601;1,7205;0,2857;1,338;2,674;0,166
2015-08;ETANOL HIDRATADO;6877,0;R$/l;2,0586;0,345;1,39;3,61;0,358;0,1676;1,7006;0,2941;1,171;2,699;0,1729
2015-09;ETANOL HIDRATADO;2717,0;R$/l;2,0677;0,339;1,39;3,61;0,3397;0,1639;1,728;0,2779;1,22;2,699;0,1608
2015-10;ETANOL HIDRATADO;3266,0;R$/l;2,3426;0,2851;1,629;3,79;0,3612;0,1217;1,9814;0,2519;1,348;2,862;0,1271
2015-11;ETANOL HIDRATADO;3808,0;R$/l;2,5797;0,2683;1,89;3,8;0,3629;0,104;2,2168;0,2437;1,577;3,252;0,1099
2015-12;ETANOL HIDRATADO;4783,0;R$/l;2,6574;0,2749;2,13;3,85;0,3627;0,1035;2,2947;0,2609;1,752;3,254;0,1137
2016-01;ETANOL HIDRATADO;5211,0;R$/l;2,7165;0,3034;2,179;4,029;0,3504;0,1117;2,3661;0,2672;1,914;3,52;0,1129
2016-02;ETANOL HIDRATADO;5195,0;R$/l;2,8092;0,3144;2,199;4,296;0,3275;0,1119;2,4817;0,2697;1,95;3,59;0,1087
2016-03;ETANOL HIDRATADO;5186,0;R$/l;2,8679;0,3247;2,259;4,296;0,324;0,1132;2,5438;0,281;2,05;3,68;0,1105
2016-04;ETANOL HIDRATADO;5209,0;R$/l;2,7505;0,407;1,859;4,296;0,4378;0,148;2,3127;0,4182;1,499;3,83;0,1808
2016-05;ETANOL HIDRATADO;5215,0;R$/l;2,4803;0,4785;1,597;4,296;0,4351;0,1929;2,0452;0,4063;1,42;3,69;0,1987
2016-06;ETANOL HIDRATADO;5196,0;R$/l;2,4632;0,4405;1,699;4,249;0,3683;0,1788;2,095;0,3516;1,491;3,69;0,1678
2016-07;ETANOL HIDRATADO;5187,0;R$/l;2,4373;0,4403;1,79;4,055;0,3647;0,1807;2,0726;0,3584;1,574;3,69;0,1729
2016-08;ETANOL HIDRATADO;5198,0;R$/l;2,4843;0,4167;1,89;3,999;0,3381;0,1678;2,1462;0,3371;1,626;3,57;0,1571
2016-09;ETANOL HIDRATADO;5194,0;R$/l;2,5066;0,4046;1,89;3,999;0,3313;0,1614;2,1753;0,3291;1,696;3,47;0,1513
2016-10;ETANOL HIDRATADO;5181,0;R$/l;2,6716;0,3568;1,979;4,349;0,3344;0,1335;2,3372;0,3018;1,77;3,823;0,1291
2016-11;ETANOL HIDRATADO;5165,0;R$/l;2,812;0,3318;2,259;4,479;0,3232;0,118;2,4887;0,2816;1,766;3,823;0,1131
2016-12;ETANOL HIDRATADO;5110,0;R$/l;2,8295;0,3432;2,279;4,479;0,342;0,1213;2,4875;0,2898;1,984;3,791;0,1165
2017-01;ETANOL HIDRATADO;5101,0;R$/l;2,9101;0,3472;2,259;4,489;0,3483;0,1193;2,5618;0,2895;1,983;3,915;0,113
2017-02;ETANOL HIDRATADO;5100,0;R$/l;2,8807;0,3729;2,199;4,489;0,3643;0,1294;2,5164;0,3118;1,908;3,928;0,1239
2017-03;ETANOL HIDRATADO;5095,0;R$/l;2,7455;0,4151;1,999;4,429;0,3845;0,1512;2,361;0,3558;1,785;4,14;0,1507
2017-04;ETANOL HIDRATADO;5073,0;R$/l;2,6403;0,4229;1,899;4,399;0,3826;0,1602;2,2577;0,3531;1,74;3,947;0,1564
2017-05;ETANOL HIDRATADO;5067,0;R$/l;2,5869;0,4273;1,87;4,238;0,3759;0,1652;2,2109;0,3514;1,687;3,836;0,1589
2017-06;ETANOL HIDRATADO;5067,0;R$/l;2,4891;0,4531;1,79;4,157;0,3669;0,182;2,1223;0,3605;1,65;3,828;0,1699
2017-07;ETANOL HIDRATADO;4971,0;R$/l;2,4601;0,4558;1,699;4,21;0,3874;0,1853;2,0727;0,367;1,582;3,712;0,1771
2017-08;ETANOL HIDRATADO;2800,0;R$/l;2,6044;0,4048;1,889;4,444;0,3735;0,1554;2,2309;0,3323;1,63;3,747;0,1489
2017-09;ETANOL HIDRATADO;2794,0;R$/l;2,6253;0,3996;1,939;4,25;0,3539;0,1522;2,2715;0,3252;1,63;3,763;0,1432
2017-10;ETANOL HIDRATADO;2796,0;R$/l;2,6614;0,387;1,999;4,299;0,3531;0,1454;2,3083;0,3112;1,683;3,818;0,1348
2017-11;ETANOL HIDRATADO;2792,0;R$/l;2,77;0,3631;1,99;4,399;0,3576;0,1311;2,4124;0,2811;1,687;4,457;0,1165
2017-12;ETANOL HIDRATADO;2904,0;R$/l;2,874;0,3458;1,99;4,399;0,3529;0,1203;2,5211;0,2752;1,69;4,457;0,1091
2018-01;ETANOL HIDRATADO;5054,0;R$/l;2,983;0,345;2,197;4,739;0,346;0,1157;2,637;0,2776;1,69;3,908;0,1053
2018-02;ETANOL HIDRATADO;5094,0;R$/l;3,0237;0,3598;2,199;4,739;0,333;0,119;2,6906;0,3015;2,04;4,007;0,1121
2018-03;ETANOL HIDRATADO;5101,0;R$/l;3,0307;0,3741;2,17;4,739;0,3172;0,1234;2,7136;0,3127;1,69;4,007;0,1152
2018-04;ETANOL HIDRATADO;5081,0;R$/l;2,9703;0,4139;2,099;4,799;0,393;0,1393;2,5773;0,3949;1,92;4,283;0,1532
2018-05;ETANOL HIDRATADO;4984,0;R$/l;2,8127;0,4734;2,079;4,799;0,4334;0,1683;2,3793;0,3946;1,88;4,002;0,1659
2018-06;ETANOL HIDRATADO;4806,0;R$/l;2,9313;0,428;2,179;4,947;0,4113;0,146;2,52;0,353;1,97;4,195;0,1401
2018-07;ETANOL HIDRATADO;5079,0;R$/l;2,7827;0,4918;1,99;4,947;0,4134;0,1767;2,3693;0,414;1,801;3,877;0,1747
2018-08;ETANOL HIDRATADO;5088,0;R$/l;2,6549;0,5152;1,895;4,799;0,3943;0,1941;2,2605;0,405;1,674;4,053;0,1792
2018-09;ETANOL HIDRATADO;5104,0;R$/l;2,7952;0,455;1,949;4,8;0,3684;0,1628;2,4268;0,3568;1,775;4,109;0,147
2018-10;ETANOL HIDRATADO;5118,0;R$/l;2,935;0,4073;2,299;4,8;0,3474;0,1388;2,5876;0,3279;1,859;4,36;0,1267
2018-11;ETANOL HIDRATADO;5122,0;R$/l;2,9211;0,4093;2,259;4,8;0,352;0,1401;2,5691;0,3489;1,902;4,36;0,1358
